source,titre,prix_eur,surface_m2,quartier,type_bien,description,url,date_scrape
SeLoger,1 / 9 D 499 000 € 2 772 €/m² Découvrez les options de financement Maison à vendre 9 pièces · 7 chambres · 180 m² · 400 m² de terrain Toulon (83000) Exclusivité ,499000.0,180.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/248289355.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 5 C 130 000 € 3 067 €/m² Découvrez les options de financement Duplex à vendre 2 pièces · 1 chambre · 42,4 m² · 1er étage Toulon (83200) Exclusivité CENTURY ",130000.0,42.4,,Autre,,https://www.seloger.com/annonces/achat/appartement/toulon-83/255877199.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 5 D 115 000 € 2 264 €/m² Investissez dans l'immobilier Appartement à vendre 2 pièces · 1 chambre · 50,8 m² · 2ème étage Toulon (83200) CENTURY 21 OUEST IMMO",115000.0,50.8,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/254934491.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 6 D 117 000 € 1 918 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 61 m² · 5ème étage Toulon (83000) GAMBETTA IMMOBI,117000.0,61.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/256786735.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 3 E 200 000 € 3 226 €/m² Investissez dans l'immobilier Appartement à vendre 3 pièces · 1 chambre · 62 m² · RDC/3 Cap Brun , Toulon (83000) ROYAL IMMO - TOUL",200000.0,62.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/256202523.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 7 E 478 800 € 4 237 €/m² Découvrez les options de financement Maison à vendre 5 pièces · 3 chambres · 113 m² · 833 m² de terrain Notre Dame des Routes, Toul",478800.0,113.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/notre-dame-des-routes/251303447.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 4 C 117 000 € 2 089 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 56 m² · 4ème étage Toulon (83000) GAMBETTA IMMOBI,117000.0,56.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/257255489.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 15 D 135 000 € 3 214 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 42 m² · Étage 6/6 Toulon (83000) SERVICES ENTRE A,135000.0,42.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261481833.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 9 A 225 000 € 3 879 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 58 m² · Étage 3/4 Saint,225000.0,58.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/sainte-musse/261632349.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 13 Nouveau C 270 000 € 3 176 €/m² Investissez dans l'immobilier Appartement à vendre 4 pièces · 3 chambres · 85 m² · Étage 2/5 Toulon (83000) IBOX VAUBAN - ,270000.0,85.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262567013.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 10 B 345 000 € 3 053 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 4 chambres · 113 m² · Étage 8/15 Ch,345000.0,113.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/champ-de-mars/261854605.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 Nouveau F 124 000 € 2 420 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 51,3 m² · Étage 3/5 Toulon (83200) Exclus",124000.0,51.3,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262669933.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,KEYSTONE IMMOBILIER 1 / 7 D 91 000 € 3 033 €/m² Découvrez les options de financement Appartement à vendre 1 pièce · 30 m² · 2ème étage Toulon (83200) KEYSTONE I,91000.0,30.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261346303.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 7 E 129 000 € 2 745 €/m² Investissez dans l'immobilier Appartement à vendre 2 pièces · 1 chambre · 47 m² · Étage 4/6 Saint Roch, Toulon (83000) MONDINI IMO",129000.0,47.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/super-toulon/259136703.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 12 Nouveau A 160 000 € 4 571 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 35 m² · Étage 2/6 Toulon (83100) IBOX Eco,160000.0,35.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262419837.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,KEYSTONE IMMOBILIER 1 / 9 C 315 000 € 3 150 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 4 chambres · 100 m² · Étage 2/7 Toulon (83,315000.0,100.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262053175.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 10 Nouveau F 194 000 € 2 694 €/m² Découvrez les options de financement Maison à vendre 4 pièces · 3 chambres · 72 m² · 110 m² de terrain Toulon (83100) IBOX,194000.0,72.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/262642413.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 10 Nouveau F 220 000 € 3 056 €/m² Découvrez les options de financement Maison à vendre 4 pièces · 3 chambres · 72 m² · 182 m² de terrain Toulon (83100) IBOX,220000.0,72.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/262630719.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 11 Nouveau A 325 000 € 2 955 €/m² Découvrez les options de financement Maison à vendre 6 pièces · 3 chambres · 110 m² · 288 m² de terrain Toulon (83000) Exc,325000.0,110.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/262669629.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 Nouveau D 207 500 € 2 904 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 3 chambres · 71,5 m² · RDC/3 Toulon (83000) IBOX Ecoqu",207500.0,71.5,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262366127.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 10 D 205 000 € 2 808 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 73 m² · Étage 7/7 Bon Rencontre, Toulon (83200) ",205000.0,73.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/bon-rencontre/247335221.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 14 E 270 000 € 2 842 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 2 chambres · 95 m² · Étage 1/1 Toulon (83100) Exclusivité IBO,270000.0,95.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260541097.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"KEYSTONE IMMOBILIER 1 / 8 D 92 000 € 2 026 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 45,4 m² · Étage 2/3 Toulon (83",92000.0,45.4,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261346301.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 12 C 267 000 € 3 708 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 4 chambres · 72 m² · Étage 2/5 Toulon (83000) Exclusivité IBO,267000.0,72.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260654841.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 7 B 184 000 € 2 217 €/m² Investissez dans l'immobilier Appartement à vendre 4 pièces · 2 chambres · 83 m² · Étage 7/9 Toulon (8310,184000.0,83.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260052067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 15 D 269 000 € 2 874 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 3 chambres · 93,6 m² · Étage 2/8 Toulon (83200) Exclusivité I",269000.0,93.6,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/259532241.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 8 Nouveau 198 000 € 3 536 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 56 m² · Étage 4/7 Toulon (83100) Exclusivit,198000.0,56.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262566707.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 10 D Bouquet 220 000 € et 800 €/mois Investissez dans l'immobilier Maison en viager · occupé 4 pièces · 2 chambres · 131 m² Le Faron-Fort-Rouge, Toulon (830",220000.0,131.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/le-faron-fort-rouge/234113527.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 14 D Bouquet 213 805 € Découvrez les options de financement Maison en viager 4 pièces · 2 chambres · 107 m² Toulon (83200) Exclusivité VICTORIA IMMOBILIER,213805.0,107.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/254780067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 12 D 295 000 € 3 440 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 85,8 m² · Étage 5/6 Toulon (83000) Exclusivité I",295000.0,85.8,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/252279275.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 C 300 000 € 3 480 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 86,2 m² · Étage 4/6 Toulon (83000) Exclusivité IB",300000.0,86.2,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/253704231.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 C 300 000 € 3 480 €/m² Investissez dans l'immobilier Appartement à vendre 3 pièces · 2 chambres · 86,2 m² · Étage 4/6 Toulon (83000) Exclusivité IBOX JAUR",300000.0,86.2,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/253145881.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 C 250 000 € 3 509 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 71,3 m² · Étage 3/6 Toulon (83000) IBOX JAURES",250000.0,71.3,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/252279271.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 9 D 280 000 € 4 174 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 67,1 m² · RDC Toulon (83000) IG PRESTIGE",280000.0,67.1,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/259385673.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 8 D 299 000 € 4 153 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 72 m² · Étage 6/6 Toulon (83000) Exclusivité IBOX,299000.0,72.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/243477861.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 8 C 233 000 € 2 807 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 83 m² · 8ème étage Toulon (83100) IBOX VAUBAN - A,233000.0,83.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/252234721.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 7 B Bouquet 72 500 € et 737 €/mois Découvrez les options de financement Appartement en viager · occupé 3 pièces · 2 chambres · 67,5 m² · Étage 4/5 Place d'A",72500.0,67.5,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/place-d-armes/259444057.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 5 Nouveau 169 000 € 4 225 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 40 m² · Étage 1/7 Toulon (83000) IBOX Ecoqua,169000.0,40.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262621869.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 7 D 460 000 € 3 651 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 3 chambres · 126 m² · Étage 4/4 Toulon (83000) Exclusivité IBO,460000.0,126.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261256105.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 6 E 130 000 € 6 842 €/m² Découvrez les options de financement Appartement à vendre 1 pièce · 19 m² · RDC/2 Toulon (83000) IBOX JAURES,130000.0,19.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/259991917.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 11 D 256 000 € 2 048 €/m² Découvrez les options de financement Appartement à vendre - Première occupation 4 pièces · 3 chambres · 125 m² · Étage 2/15 Super-,256000.0,125.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/super-toulon/261674077.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 10 B 189 000 € 4 500 €/m² Investissez dans l'immobilier Appartement à vendre 2 pièces · 1 chambre · 42 m² · RDC Beaulieu-Darboussèdes, Toulon (83100) IBOX A",189000.0,42.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/beaulieu-darboussedes/249772673.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 11 D 144 000 € 2 118 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 2 chambres · 68 m² · Étage 1/7 Champ de Mars, Toulon (83000) ",144000.0,68.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/champ-de-mars/251734161.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,"1 / 8 C 218 000 € 3 114 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 3 chambres · 70 m² · Étage 5/5 Les Routes, Toulon (83200) Excl",218000.0,70.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/les-routes/254799245.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 8 D 145 000 € 2 101 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 69 m² · Étage 1/4 Toulon (83000) Exclusivité DIFF,145000.0,69.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/254030801.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
SeLoger,1 / 11 C 165 000 € 2 357 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 2 chambres · 70 m² · Étage 3/4 Toulon (83100) Exclusivité IBO,165000.0,70.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/255909217.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-10T08:37:57.676593+00:00
